stratum,truncated_mass
s4_1000_9999,0.0009860580963261256
s4_1000_9999,0.014740782240178607
s4_1000_9999,5.2190906848603724e-05
s4_1000_9999,1.9569812437225664e-10
s4_1000_9999,0.2125380372153607
s4_1000_9999,0.024812983499135854
s4_1000_9999,4.035677236835511e-09
s4_1000_9999,1.273066096985076e-10
s4_1000_9999,0.012446951887211788
s4_1000_9999,0.0004285111762741822
s4_1000_9999,0.0010731807152799533
s4_1000_9999,1.0071062650496287e-07
s4_1000_9999,1.1543214388787248e-06
s4_1000_9999,1.4613055876466774e-08
s4_1000_9999,0.0025647698757368387
s4_1000_9999,0.013718696256663221
s4_1000_9999,2.0941827350240416e-05
s4_1000_9999,0.03305960372430805
s4_1000_9999,0.01344738470066642
s4_1000_9999,2.0106786902118756e-08
s4_1000_9999,0.00013266536827627462
s4_1000_9999,5.6703530759705245e-11
s4_1000_9999,0.0003741838906630157
s4_1000_9999,0.00643878699375755
s4_1000_9999,0.017387347163787537
s4_1000_9999,3.8730907279127536e-06
s4_1000_9999,0.24605334653614297
s4_1000_9999,2.042604014818039e-07
s4_1000_9999,1.549126382727195e-10
s4_1000_9999,0.23778715660255867
s4_1000_9999,2.0764168162656915e-11
s4_1000_9999,5.252132062594228e-10
s4_1000_9999,0.009468117590362812
s4_1000_9999,8.850565835771818e-09
s4_1000_9999,0.20230586773376136
s4_1000_9999,1.1946154343522863e-07
s4_1000_9999,0.0001793432308143661
s4_1000_9999,1.2685418937508075e-08
s4_1000_9999,5.2962412233625855e-11
s4_1000_9999,0.0009982277438416176
s4_1000_9999,0.0
s4_1000_9999,1.2556022888077223e-10
s4_1000_9999,0.0
s4_1000_9999,7.489967535079245e-10
s4_1000_9999,3.073819269117095e-07
s4_1000_9999,0.0038595148874753793
s4_1000_9999,2.4855801160739155e-05
s4_1000_9999,4.118716189993599e-06
s4_1000_9999,1.3041231250454643e-07
s4_1000_9999,9.32698362987594e-12
s4_1000_9999,1.031873142043338e-05
s4_1000_9999,2.220446049250313e-16
s4_1000_9999,0.0006351862391933416
s4_1000_9999,0.0
s4_1000_9999,1.0759826661432825e-05
s4_1000_9999,2.248205910326817e-08
s4_1000_9999,0.04925252073973474
s4_1000_9999,2.0175533951949376e-05
s4_1000_9999,0.18982530601885528
s4_1000_9999,2.473725779772451e-09
s4_1000_9999,7.774945998129112e-08
