material,coeffvar,coeffvar_uw,crit_bw_1,crit_bw_1_uw,entropy,entropy_uw,fit_lognorm_SW,fit_lognorm_SW_uw,fit_norm_SW,fit_norm_SW_uw,kurtosis,kurtosis_uw,mean,mean_uw,modality_index,modality_index_uw,n,skewness,skewness_uw,w_v_uw_wasserstein,weight_outliers,weight_outliers_uw
FireAndSmokeProtection,0.8474981790613453,0.8471176283546729,0.8317993799627519,0.7200060682366952,2.820696376667569,2.96501569325652,0.952352033687108,0.9569623874889673,0.6935208294787392,0.8036513766302492,4.427143606743821,2.7398578867051877,0.9612624768656579,1.0000000000000004,1.0681215702024252,1.0398115050583068,22.0,2.192697253448238,1.711861715935024,0.1091947090878746,0.12087036755588144,0.09090909090909091
FlashingAndSheetMetal,1.1276866076895664,1.291391733927799,0.6450036782545485,0.75230275395916,1.9097456004074937,2.369382119694695,0.8587201368593719,0.8527623997462219,0.4766495956244052,0.6046637617537263,37.56700140057533,5.697749780404506,0.5905373503385372,1.0,1.0150035357201983,1.0136895162138957,12.0,5.222080089238304,2.4283404898800027,0.41124642618477103,0.04125150801474495,0.16666666666666666
FlatGlassPanes,0.9527562314577707,1.1473501746626067,1.118886293999277,1.1815843531200414,3.131244521635554,3.344818788748127,0.9531264254610786,0.9589790051961298,0.7409414584270118,0.6830020924039805,13.32777989124361,13.905697749123183,1.105181241287528,0.9999999999999997,1.0244994287151798,1.0314537914014212,47.0,2.8502391136004963,3.1785048095152817,0.16739644879284227,0.015441310373483409,0.0851063829787234
Flooring,0.751277830739537,0.6294305197404143,0.5949436235559002,0.4687026107014177,2.358421703941806,2.7516666169315256,0.9694395517054611,0.939272549697375,0.8840689431602172,0.9292242388216709,0.771463015833,0.4547951425760146,0.9347020615447754,1.0,1.0,1.0,17.0,1.1652958342482054,0.829167574161591,0.1253179447333564,0.0,0.0
FlowableFill,0.8524386012027488,0.831999363571885,1.0950716437791304,0.9156275813826231,4.059970021105195,4.072305468043256,0.9788873342241492,0.9762806236819012,0.7015381429750458,0.7203602888414968,17.230296152820685,15.898217515867133,1.0059142866896724,1.0000000000000004,1.013454907051423,1.015013990405764,2008.0,3.308505288498785,3.1074847658047857,0.014303387595260618,0.05242223341704667,0.052290836653386435
FoamedInPlace,1.4707310280623787,1.6224118963087932,1.098169041306213,1.0865892220470814,2.2793359216818434,2.479955520544543,0.9346547150032415,0.9445632935528068,0.5949160935982616,0.5411725203070823,7.62864326267581,12.41458148110632,1.2476589993843668,0.9999999999999999,1.0622545693409033,1.0705466230163974,16.0,2.738027500194253,3.372015816832246,0.26311605766117435,0.08483771618756848,0.0625
Furnishings,0.2793513125771805,0.2983345569100991,0.728278636995452,0.7684452725412669,1.8185972231313168,1.9459101490553163,0.7872310735576757,0.8549245506455269,0.8233769627067927,0.8770109025523605,-1.5990389213966711,-2.0978276500765625,1.0271471073826495,1.0000000000000004,1.002023386168487,1.0262952408124824,7.0,-0.7234248963194692,-0.25827414594642895,0.047846046619120376,0.0,0.0
GlazedDoors,1.2440812481068804,1.2612499608102798,1.3728354408784629,1.3644412890066704,3.637612509347667,3.7535348238540065,0.9407262265609326,0.9496420194823438,0.633714480030817,0.5891387186684434,13.682294683533227,22.867447006185643,1.240249946407284,1.0000000000000002,1.0316950750296585,1.0232070255689858,141.0,3.34533688143198,4.208242131636735,0.24449951449012672,0.043863536981196966,0.05673758865248227
Grouting,2.873716957007045,4.261428504494493,2.4258179018517665,2.9373440468262495,1.6409316849886837,1.769625616800982,0.9596403392555295,0.9537238530938585,0.235991857843179,0.16862039481414282,340.95509760788553,137.9390373207367,0.6773361586092508,1.0000000000000002,1.0062599890552488,1.0128132891255364,219.0,15.206446836744078,11.082697842074829,0.37137489413645164,0.1311743488387352,0.1187214611872146
Gypsum,0.7408093268761197,0.6754769271695479,1.7644201435888542,1.5209602324333518,4.005285801619165,4.041985369692,0.9864426884981677,0.9896483556657156,0.6783716029053929,0.7216221720870823,30.386972773397968,29.957108667913772,1.0170372557997804,1.0,1.0204805674813617,1.0126308196948992,771.0,4.270157393029994,4.02568946550828,0.029778452099472497,0.05092846367786886,0.04020752269779509
GypsumSheathingBoard,0.2760188687526921,0.33337392914437514,0.3828539420473228,0.4171355541791268,2.51927647412881,2.9444389791664456,0.9392771345951446,0.9760458690286841,0.9575237307966963,0.9594265198691596,0.3076842168851559,-0.7492677633795738,0.9413399126559421,1.0000000000000004,1.0,1.0,19.0,0.30332610523529174,0.4202646111685494,0.09091582071066034,0.20773328866280932,0.0
HeavyTimber,1.0965013483594783,0.9241523765132216,0.7705393449786652,0.8342884376278692,0.9692926470450232,1.33217904021013,0.8429662774051511,0.7592687740448255,0.8278687211554286,0.7157729723279735,-1.2217019380704324,-3.3166535563413673,0.8084084615051881,1.0,1.0,1.0427388608710026,5.0,1.2397292246657512,0.6034631353246369,0.19159153849481173,0.0,0.0
